raw_value,category,numeric_value
84,numeric,84.0
,missing,
30/100,numeric_fraction,30.0
-6,numeric,-6.0
178,numeric,178.0
96,numeric,96.0
94,numeric,94.0
10,numeric,10.0
91,numeric,91.0
31/100,numeric_fraction,31.0
59/100,numeric_fraction,59.0
165,numeric,165.0
93,numeric,93.0
27,numeric,27.0
53,numeric,53.0
54/100,numeric_fraction,54.0
130,numeric,130.0
52,numeric,52.0
29,numeric,29.0
45,numeric,45.0
15,numeric,15.0
49,numeric,49.0
-2,numeric,-2.0
40/100,numeric_fraction,40.0
13,numeric,13.0
31,numeric,31.0
42,numeric,42.0
93/100,numeric_fraction,93.0
High,categorical_risk,
248,numeric,248.0
30,numeric,30.0
Medium,categorical_risk,
61,numeric,61.0
22/100,numeric_fraction,22.0
94,numeric,94.0
68/100,numeric_fraction,68.0
187,numeric,187.0
73,numeric,73.0
35/100,numeric_fraction,35.0
21,numeric,21.0
55,numeric,55.0
10,numeric,10.0
43,numeric,43.0
57,numeric,57.0
34/100,numeric_fraction,34.0
,missing,
80,numeric,80.0
67,numeric,67.0
67/100,numeric_fraction,67.0
27/100,numeric_fraction,27.0
227,numeric,227.0
37,numeric,37.0
20,numeric,20.0
241,numeric,241.0
90/100,numeric_fraction,90.0
66/100,numeric_fraction,66.0
42,numeric,42.0
94,numeric,94.0
12,numeric,12.0
38,numeric,38.0
152,numeric,152.0
0,numeric,0.0
75,numeric,75.0
81,numeric,81.0
-5,numeric,-5.0
28,numeric,28.0
74/100,numeric_fraction,74.0
89,numeric,89.0
59,numeric,59.0
,missing,
31,numeric,31.0
70,numeric,70.0
98,numeric,98.0
Medium,categorical_risk,
23,numeric,23.0
70,numeric,70.0
Low,categorical_risk,
25/100,numeric_fraction,25.0
42,numeric,42.0
54,numeric,54.0
50,numeric,50.0
89,numeric,89.0
7,numeric,7.0
33,numeric,33.0
16,numeric,16.0
83,numeric,83.0
-4,numeric,-4.0
7,numeric,7.0
85,numeric,85.0
,missing,
193,numeric,193.0
32/100,numeric_fraction,32.0
3,numeric,3.0
25,numeric,25.0
42,numeric,42.0
81/100,numeric_fraction,81.0
34,numeric,34.0
80,numeric,80.0
96,numeric,96.0
70,numeric,70.0
86,numeric,86.0
208,numeric,208.0
6,numeric,6.0
65,numeric,65.0
87,numeric,87.0
12,numeric,12.0
26,numeric,26.0
1,numeric,1.0
66,numeric,66.0
Medium,categorical_risk,
95,numeric,95.0
42,numeric,42.0
76,numeric,76.0
18,numeric,18.0
37,numeric,37.0
63,numeric,63.0
6,numeric,6.0
100,numeric,100.0
-1,numeric,-1.0
56,numeric,56.0
12,numeric,12.0
91,numeric,91.0
71,numeric,71.0
49,numeric,49.0
51,numeric,51.0
42/100,numeric_fraction,42.0
88,numeric,88.0
206,numeric,206.0
14,numeric,14.0
,missing,
44,numeric,44.0
61,numeric,61.0
33,numeric,33.0
154,numeric,154.0
77,numeric,77.0
40,numeric,40.0
43,numeric,43.0
18,numeric,18.0
Low,categorical_risk,
79,numeric,79.0
56,numeric,56.0
41,numeric,41.0
179,numeric,179.0
51,numeric,51.0
High,categorical_risk,
8,numeric,8.0
73,numeric,73.0
74/100,numeric_fraction,74.0
50,numeric,50.0
0,numeric,0.0
,missing,
73,numeric,73.0
29,numeric,29.0
27,numeric,27.0
65,numeric,65.0
119,numeric,119.0
47,numeric,47.0
4,numeric,4.0
72,numeric,72.0
37/100,numeric_fraction,37.0
1,numeric,1.0
medium,categorical_risk,
80,numeric,80.0
219,numeric,219.0
96,numeric,96.0
7,numeric,7.0
77,numeric,77.0
65,numeric,65.0
53,numeric,53.0
45,numeric,45.0
Low,categorical_risk,
,missing,
70,numeric,70.0
31,numeric,31.0
79,numeric,79.0
91/100,numeric_fraction,91.0
84/100,numeric_fraction,84.0
81,numeric,81.0
100,numeric,100.0
6,numeric,6.0
65,numeric,65.0
232,numeric,232.0
84,numeric,84.0
60,numeric,60.0
,missing,
201,numeric,201.0
16,numeric,16.0
212,numeric,212.0
72,numeric,72.0
40/100,numeric_fraction,40.0
98,numeric,98.0
249,numeric,249.0
9/100,numeric_fraction,9.0
medium,categorical_risk,
100,numeric,100.0
,missing,
63,numeric,63.0
,missing,
170,numeric,170.0
92,numeric,92.0
57,numeric,57.0
62,numeric,62.0
8,numeric,8.0
5,numeric,5.0
-5,numeric,-5.0
65,numeric,65.0
,missing,
206,numeric,206.0
-4,numeric,-4.0
7,numeric,7.0
3,numeric,3.0
162,numeric,162.0
78/100,numeric_fraction,78.0
64,numeric,64.0
82,numeric,82.0
131,numeric,131.0
97,numeric,97.0
31,numeric,31.0
48,numeric,48.0
76/100,numeric_fraction,76.0
235,numeric,235.0
30,numeric,30.0
46,numeric,46.0
47,numeric,47.0
65,numeric,65.0
61,numeric,61.0
-8,numeric,-8.0
25,numeric,25.0
35,numeric,35.0
High,categorical_risk,
medium,categorical_risk,
81,numeric,81.0
medium,categorical_risk,
170,numeric,170.0
86,numeric,86.0
75,numeric,75.0
-7,numeric,-7.0
69/100,numeric_fraction,69.0
-1,numeric,-1.0
13/100,numeric_fraction,13.0
40,numeric,40.0
HIGH,categorical_risk,
23/100,numeric_fraction,23.0
19/100,numeric_fraction,19.0
93/100,numeric_fraction,93.0
70,numeric,70.0
58,numeric,58.0
41,numeric,41.0
71,numeric,71.0
244,numeric,244.0
83,numeric,83.0
-9,numeric,-9.0
High,categorical_risk,
Medium,categorical_risk,
7,numeric,7.0
29,numeric,29.0
51,numeric,51.0
85,numeric,85.0
68/100,numeric_fraction,68.0
41,numeric,41.0
18/100,numeric_fraction,18.0
89,numeric,89.0
55,numeric,55.0
43/100,numeric_fraction,43.0
99,numeric,99.0
144,numeric,144.0
42/100,numeric_fraction,42.0
97,numeric,97.0
66,numeric,66.0
19,numeric,19.0
,missing,
56,numeric,56.0
77,numeric,77.0
11,numeric,11.0
High,categorical_risk,
38,numeric,38.0
84,numeric,84.0
86,numeric,86.0
70,numeric,70.0
93,numeric,93.0
65,numeric,65.0
56,numeric,56.0
8,numeric,8.0
70,numeric,70.0
106,numeric,106.0
86,numeric,86.0
99,numeric,99.0
,missing,
85,numeric,85.0
52,numeric,52.0
54,numeric,54.0
20,numeric,20.0
1,numeric,1.0
29,numeric,29.0
144,numeric,144.0
9,numeric,9.0
10,numeric,10.0
74,numeric,74.0
120,numeric,120.0
31,numeric,31.0
4,numeric,4.0
52,numeric,52.0
Low,categorical_risk,
26,numeric,26.0
247,numeric,247.0
4,numeric,4.0
High,categorical_risk,
31/100,numeric_fraction,31.0
94,numeric,94.0
29/100,numeric_fraction,29.0
73,numeric,73.0
74/100,numeric_fraction,74.0
39,numeric,39.0
67,numeric,67.0
92,numeric,92.0
47,numeric,47.0
Low,categorical_risk,
56/100,numeric_fraction,56.0
38,numeric,38.0
215,numeric,215.0
87,numeric,87.0
41,numeric,41.0
59,numeric,59.0
79,numeric,79.0
46,numeric,46.0
61,numeric,61.0
22,numeric,22.0
Medium,categorical_risk,
9,numeric,9.0
128,numeric,128.0
58,numeric,58.0
47,numeric,47.0
66,numeric,66.0
Medium,categorical_risk,
,missing,
135,numeric,135.0
72,numeric,72.0
155,numeric,155.0
75,numeric,75.0
125,numeric,125.0
34,numeric,34.0
11,numeric,11.0
50,numeric,50.0
78,numeric,78.0
13,numeric,13.0
98,numeric,98.0
36,numeric,36.0
108,numeric,108.0
37,numeric,37.0
72,numeric,72.0
33,numeric,33.0
44,numeric,44.0
-3,numeric,-3.0
58,numeric,58.0
16,numeric,16.0
36/100,numeric_fraction,36.0
-4,numeric,-4.0
89,numeric,89.0
High,categorical_risk,
16/100,numeric_fraction,16.0
66,numeric,66.0
,missing,
30,numeric,30.0
5,numeric,5.0
77,numeric,77.0
92,numeric,92.0
29/100,numeric_fraction,29.0
92,numeric,92.0
,missing,
24/100,numeric_fraction,24.0
-9,numeric,-9.0
medium,categorical_risk,
,missing,
23,numeric,23.0
63,numeric,63.0
15,numeric,15.0
34,numeric,34.0
,missing,
medium,categorical_risk,
71,numeric,71.0
14/100,numeric_fraction,14.0
90,numeric,90.0
17,numeric,17.0
77,numeric,77.0
85/100,numeric_fraction,85.0
39,numeric,39.0
,missing,
84,numeric,84.0
72,numeric,72.0
-2,numeric,-2.0
35/100,numeric_fraction,35.0
88,numeric,88.0
11,numeric,11.0
72/100,numeric_fraction,72.0
2,numeric,2.0
-10,numeric,-10.0
87,numeric,87.0
15,numeric,15.0
34,numeric,34.0
6,numeric,6.0
40,numeric,40.0
-3,numeric,-3.0
Low,categorical_risk,
75,numeric,75.0
62/100,numeric_fraction,62.0
-9,numeric,-9.0
1,numeric,1.0
87,numeric,87.0
87,numeric,87.0
7,numeric,7.0
60,numeric,60.0
112,numeric,112.0
40/100,numeric_fraction,40.0
78,numeric,78.0
243,numeric,243.0
51,numeric,51.0
-1,numeric,-1.0
-4,numeric,-4.0
25,numeric,25.0
59,numeric,59.0
55,numeric,55.0
22,numeric,22.0
35,numeric,35.0
97,numeric,97.0
44,numeric,44.0
15,numeric,15.0
12,numeric,12.0
71,numeric,71.0
83,numeric,83.0
90,numeric,90.0
53,numeric,53.0
57,numeric,57.0
26,numeric,26.0
136,numeric,136.0
54,numeric,54.0
242,numeric,242.0
92,numeric,92.0
25,numeric,25.0
24,numeric,24.0
10/100,numeric_fraction,10.0
Low,categorical_risk,
52,numeric,52.0
61,numeric,61.0
58/100,numeric_fraction,58.0
50/100,numeric_fraction,50.0
49,numeric,49.0
213,numeric,213.0
164,numeric,164.0
98,numeric,98.0
-7,numeric,-7.0
4,numeric,4.0
Medium,categorical_risk,
3,numeric,3.0
32,numeric,32.0
74/100,numeric_fraction,74.0
153,numeric,153.0
65,numeric,65.0
20,numeric,20.0
91,numeric,91.0
29,numeric,29.0
69,numeric,69.0
27/100,numeric_fraction,27.0
44,numeric,44.0
53/100,numeric_fraction,53.0
65,numeric,65.0
14,numeric,14.0
Medium,categorical_risk,
16,numeric,16.0
10,numeric,10.0
22,numeric,22.0
54,numeric,54.0
67,numeric,67.0
6,numeric,6.0
219,numeric,219.0
47,numeric,47.0
31,numeric,31.0
38,numeric,38.0
182,numeric,182.0
2,numeric,2.0
65,numeric,65.0
69,numeric,69.0
39,numeric,39.0
82,numeric,82.0
45,numeric,45.0
65,numeric,65.0
64,numeric,64.0
41,numeric,41.0
16/100,numeric_fraction,16.0
-6,numeric,-6.0
38,numeric,38.0
247,numeric,247.0
34,numeric,34.0
58,numeric,58.0
19,numeric,19.0
91,numeric,91.0
Low,categorical_risk,
47,numeric,47.0
HIGH,categorical_risk,
49,numeric,49.0
90,numeric,90.0
4,numeric,4.0
62,numeric,62.0
89,numeric,89.0
-2,numeric,-2.0
43,numeric,43.0
,missing,
45,numeric,45.0
94/100,numeric_fraction,94.0
66,numeric,66.0
89,numeric,89.0
15,numeric,15.0
High,categorical_risk,
15,numeric,15.0
91,numeric,91.0
86,numeric,86.0
94,numeric,94.0
45,numeric,45.0
14,numeric,14.0
41,numeric,41.0
82/100,numeric_fraction,82.0
72/100,numeric_fraction,72.0
-5,numeric,-5.0
226,numeric,226.0
17,numeric,17.0
4,numeric,4.0
38,numeric,38.0
9,numeric,9.0
57/100,numeric_fraction,57.0
99/100,numeric_fraction,99.0
21,numeric,21.0
85,numeric,85.0
46,numeric,46.0
72,numeric,72.0
10,numeric,10.0
85,numeric,85.0
42/100,numeric_fraction,42.0
76,numeric,76.0
83,numeric,83.0
38,numeric,38.0
91,numeric,91.0
Low,categorical_risk,
22,numeric,22.0
77/100,numeric_fraction,77.0
45,numeric,45.0
195,numeric,195.0
138,numeric,138.0
62,numeric,62.0
,missing,
19,numeric,19.0
28,numeric,28.0
84,numeric,84.0
83,numeric,83.0
85,numeric,85.0
-9,numeric,-9.0
62,numeric,62.0
,missing,
7,numeric,7.0
5,numeric,5.0
-4,numeric,-4.0
64,numeric,64.0
46,numeric,46.0
26,numeric,26.0
-4,numeric,-4.0
,missing,
77,numeric,77.0
212,numeric,212.0
63,numeric,63.0
23,numeric,23.0
82,numeric,82.0
10,numeric,10.0
129,numeric,129.0
-4,numeric,-4.0
3,numeric,3.0
11,numeric,11.0
93,numeric,93.0
,missing,
2,numeric,2.0
7,numeric,7.0
-5,numeric,-5.0
84,numeric,84.0
36,numeric,36.0
65,numeric,65.0
105,numeric,105.0
25,numeric,25.0
,missing,
71,numeric,71.0
-3,numeric,-3.0
47,numeric,47.0
47,numeric,47.0
68,numeric,68.0
84,numeric,84.0
56,numeric,56.0
93/100,numeric_fraction,93.0
69,numeric,69.0
31,numeric,31.0
28,numeric,28.0
57,numeric,57.0
medium,categorical_risk,
75,numeric,75.0
,missing,
79,numeric,79.0
medium,categorical_risk,
,missing,
100,numeric,100.0
46,numeric,46.0
-9,numeric,-9.0
46/100,numeric_fraction,46.0
84/100,numeric_fraction,84.0
11,numeric,11.0
79,numeric,79.0
medium,categorical_risk,
36,numeric,36.0
12,numeric,12.0
42,numeric,42.0
99/100,numeric_fraction,99.0
91,numeric,91.0
98,numeric,98.0
61,numeric,61.0
High,categorical_risk,
87,numeric,87.0
76,numeric,76.0
10,numeric,10.0
,missing,
27,numeric,27.0
39,numeric,39.0
96,numeric,96.0
62,numeric,62.0
74,numeric,74.0
41,numeric,41.0
72,numeric,72.0
10,numeric,10.0
55,numeric,55.0
7,numeric,7.0
23,numeric,23.0
96,numeric,96.0
98/100,numeric_fraction,98.0
HIGH,categorical_risk,
,missing,
165,numeric,165.0
42,numeric,42.0
28,numeric,28.0
86,numeric,86.0
84,numeric,84.0
44,numeric,44.0
83,numeric,83.0
36,numeric,36.0
74,numeric,74.0
74,numeric,74.0
9,numeric,9.0
54,numeric,54.0
HIGH,categorical_risk,
99,numeric,99.0
15,numeric,15.0
92,numeric,92.0
11,numeric,11.0
2,numeric,2.0
,missing,
65,numeric,65.0
80/100,numeric_fraction,80.0
93,numeric,93.0
5,numeric,5.0
22,numeric,22.0
74,numeric,74.0
41,numeric,41.0
10,numeric,10.0
145,numeric,145.0
67,numeric,67.0
17/100,numeric_fraction,17.0
19,numeric,19.0
72,numeric,72.0
9,numeric,9.0
35,numeric,35.0
55,numeric,55.0
95,numeric,95.0
88,numeric,88.0
23/100,numeric_fraction,23.0
41,numeric,41.0
Medium,categorical_risk,
57,numeric,57.0
,missing,
185,numeric,185.0
57/100,numeric_fraction,57.0
-5,numeric,-5.0
67,numeric,67.0
48,numeric,48.0
61/100,numeric_fraction,61.0
23,numeric,23.0
41/100,numeric_fraction,41.0
40,numeric,40.0
-2,numeric,-2.0
,missing,
54,numeric,54.0
45,numeric,45.0
43,numeric,43.0
44,numeric,44.0
HIGH,categorical_risk,
165,numeric,165.0
26,numeric,26.0
95,numeric,95.0
133,numeric,133.0
medium,categorical_risk,
227,numeric,227.0
83,numeric,83.0
58,numeric,58.0
Medium,categorical_risk,
61,numeric,61.0
53,numeric,53.0
,missing,
56,numeric,56.0
10,numeric,10.0
25,numeric,25.0
76,numeric,76.0
-1,numeric,-1.0
33,numeric,33.0
71,numeric,71.0
61,numeric,61.0
28,numeric,28.0
113,numeric,113.0
71/100,numeric_fraction,71.0
High,categorical_risk,
172,numeric,172.0
116,numeric,116.0
-4,numeric,-4.0
6,numeric,6.0
,missing,
76,numeric,76.0
22,numeric,22.0
31,numeric,31.0
6,numeric,6.0
11,numeric,11.0
82,numeric,82.0
-5,numeric,-5.0
7,numeric,7.0
74,numeric,74.0
-1,numeric,-1.0
44,numeric,44.0
187,numeric,187.0
16,numeric,16.0
76,numeric,76.0
96,numeric,96.0
-7,numeric,-7.0
100,numeric,100.0
77,numeric,77.0
8,numeric,8.0
93,numeric,93.0
0,numeric,0.0
28,numeric,28.0
-9,numeric,-9.0
89,numeric,89.0
,missing,
52,numeric,52.0
58/100,numeric_fraction,58.0
53,numeric,53.0
High,categorical_risk,
65,numeric,65.0
5,numeric,5.0
HIGH,categorical_risk,
90,numeric,90.0
,missing,
1,numeric,1.0
152,numeric,152.0
53,numeric,53.0
72,numeric,72.0
5,numeric,5.0
34/100,numeric_fraction,34.0
85,numeric,85.0
86,numeric,86.0
64,numeric,64.0
38,numeric,38.0
69,numeric,69.0
-2,numeric,-2.0
97,numeric,97.0
Low,categorical_risk,
68,numeric,68.0
47,numeric,47.0
35,numeric,35.0
32,numeric,32.0
Low,categorical_risk,
80,numeric,80.0
29,numeric,29.0
176,numeric,176.0
86,numeric,86.0
45,numeric,45.0
-9,numeric,-9.0
54/100,numeric_fraction,54.0
19,numeric,19.0
14,numeric,14.0
-5,numeric,-5.0
,missing,
5/100,numeric_fraction,5.0
37/100,numeric_fraction,37.0
79,numeric,79.0
67,numeric,67.0
39,numeric,39.0
81,numeric,81.0
43,numeric,43.0
29,numeric,29.0
142,numeric,142.0
72/100,numeric_fraction,72.0
171,numeric,171.0
50,numeric,50.0
11,numeric,11.0
68,numeric,68.0
88,numeric,88.0
54,numeric,54.0
100,numeric,100.0
81,numeric,81.0
1,numeric,1.0
24/100,numeric_fraction,24.0
73,numeric,73.0
14,numeric,14.0
14,numeric,14.0
98,numeric,98.0
85,numeric,85.0
84/100,numeric_fraction,84.0
93,numeric,93.0
45,numeric,45.0
59,numeric,59.0
32,numeric,32.0
193,numeric,193.0
44/100,numeric_fraction,44.0
56,numeric,56.0
35,numeric,35.0
3,numeric,3.0
47,numeric,47.0
36/100,numeric_fraction,36.0
30,numeric,30.0
1,numeric,1.0
54,numeric,54.0
97,numeric,97.0
Medium,categorical_risk,
64,numeric,64.0
88,numeric,88.0
77,numeric,77.0
53,numeric,53.0
medium,categorical_risk,
79,numeric,79.0
53,numeric,53.0
,missing,
79,numeric,79.0
53/100,numeric_fraction,53.0
100,numeric,100.0
18,numeric,18.0
58,numeric,58.0
13/100,numeric_fraction,13.0
3,numeric,3.0
43,numeric,43.0
171,numeric,171.0
56,numeric,56.0
41/100,numeric_fraction,41.0
20,numeric,20.0
14,numeric,14.0
38,numeric,38.0
54,numeric,54.0
5,numeric,5.0
74,numeric,74.0
48,numeric,48.0
91,numeric,91.0
3,numeric,3.0
55,numeric,55.0
62/100,numeric_fraction,62.0
0,numeric,0.0
40,numeric,40.0
5,numeric,5.0
69/100,numeric_fraction,69.0
High,categorical_risk,
92,numeric,92.0
33/100,numeric_fraction,33.0
24,numeric,24.0
74/100,numeric_fraction,74.0
38,numeric,38.0
68,numeric,68.0
218,numeric,218.0
74,numeric,74.0
22,numeric,22.0
26,numeric,26.0
-3,numeric,-3.0
48,numeric,48.0
47,numeric,47.0
HIGH,categorical_risk,
13,numeric,13.0
7,numeric,7.0
250,numeric,250.0
94,numeric,94.0
38,numeric,38.0
High,categorical_risk,
8,numeric,8.0
72,numeric,72.0
24,numeric,24.0
34,numeric,34.0
100,numeric,100.0
,missing,
237,numeric,237.0
Medium,categorical_risk,
24,numeric,24.0
95,numeric,95.0
31/100,numeric_fraction,31.0
Medium,categorical_risk,
40,numeric,40.0
-6,numeric,-6.0
5,numeric,5.0
89,numeric,89.0
13,numeric,13.0
94,numeric,94.0
72,numeric,72.0
17,numeric,17.0
18,numeric,18.0
126,numeric,126.0
45,numeric,45.0
16/100,numeric_fraction,16.0
187,numeric,187.0
14,numeric,14.0
10,numeric,10.0
3,numeric,3.0
High,categorical_risk,
,missing,
7/100,numeric_fraction,7.0
5,numeric,5.0
12,numeric,12.0
64/100,numeric_fraction,64.0
36,numeric,36.0
187,numeric,187.0
20/100,numeric_fraction,20.0
-1,numeric,-1.0
15,numeric,15.0
169,numeric,169.0
Medium,categorical_risk,
25,numeric,25.0
25/100,numeric_fraction,25.0
1,numeric,1.0
0,numeric,0.0
58/100,numeric_fraction,58.0
36,numeric,36.0
84,numeric,84.0
,missing,
,missing,
65,numeric,65.0
71,numeric,71.0
42,numeric,42.0
-5,numeric,-5.0
0,numeric,0.0
18,numeric,18.0
87,numeric,87.0
-9,numeric,-9.0
206,numeric,206.0
medium,categorical_risk,
1,numeric,1.0
81,numeric,81.0
64,numeric,64.0
22,numeric,22.0
42,numeric,42.0
66,numeric,66.0
73,numeric,73.0
89,numeric,89.0
57,numeric,57.0
93,numeric,93.0
95,numeric,95.0
1,numeric,1.0
43,numeric,43.0
161,numeric,161.0
30,numeric,30.0
92,numeric,92.0
61,numeric,61.0
93,numeric,93.0
146,numeric,146.0
70,numeric,70.0
78/100,numeric_fraction,78.0
,missing,
High,categorical_risk,
medium,categorical_risk,
19,numeric,19.0
35,numeric,35.0
86,numeric,86.0
15,numeric,15.0
78,numeric,78.0
65/100,numeric_fraction,65.0
0/100,numeric_fraction,0.0
40,numeric,40.0
,missing,
27/100,numeric_fraction,27.0
84,numeric,84.0
High,categorical_risk,
55,numeric,55.0
13,numeric,13.0
14,numeric,14.0
65,numeric,65.0
63,numeric,63.0
90,numeric,90.0
85,numeric,85.0
,missing,
81,numeric,81.0
-5,numeric,-5.0
5,numeric,5.0
47,numeric,47.0
76,numeric,76.0
33,numeric,33.0
61,numeric,61.0
33,numeric,33.0
96,numeric,96.0
44,numeric,44.0
23/100,numeric_fraction,23.0
52,numeric,52.0
98,numeric,98.0
21,numeric,21.0
51,numeric,51.0
24,numeric,24.0
45,numeric,45.0
12,numeric,12.0
63,numeric,63.0
26,numeric,26.0
2,numeric,2.0
High,categorical_risk,
77,numeric,77.0
94,numeric,94.0
77,numeric,77.0
36,numeric,36.0
62,numeric,62.0
248,numeric,248.0
41,numeric,41.0
,missing,
81/100,numeric_fraction,81.0
219,numeric,219.0
Medium,categorical_risk,
,missing,
36,numeric,36.0
54,numeric,54.0
50,numeric,50.0
79,numeric,79.0
19,numeric,19.0
medium,categorical_risk,
66,numeric,66.0
32,numeric,32.0
6/100,numeric_fraction,6.0
47,numeric,47.0
98,numeric,98.0
46,numeric,46.0
High,categorical_risk,
24,numeric,24.0
,missing,
51,numeric,51.0
208,numeric,208.0
44,numeric,44.0
35/100,numeric_fraction,35.0
230,numeric,230.0
66,numeric,66.0
199,numeric,199.0
5,numeric,5.0
71,numeric,71.0
85,numeric,85.0
131,numeric,131.0
-5,numeric,-5.0
49/100,numeric_fraction,49.0
High,categorical_risk,
222,numeric,222.0
73,numeric,73.0
91,numeric,91.0
44,numeric,44.0
202,numeric,202.0
-1,numeric,-1.0
224,numeric,224.0
67,numeric,67.0
92,numeric,92.0
83,numeric,83.0
17,numeric,17.0
7,numeric,7.0
38,numeric,38.0
3,numeric,3.0
-5,numeric,-5.0
,missing,
56,numeric,56.0
30,numeric,30.0
42/100,numeric_fraction,42.0
94,numeric,94.0
98,numeric,98.0
73,numeric,73.0
116,numeric,116.0
76,numeric,76.0
1,numeric,1.0
95,numeric,95.0
208,numeric,208.0
85,numeric,85.0
63,numeric,63.0
62,numeric,62.0
81,numeric,81.0
14,numeric,14.0
89,numeric,89.0
,missing,
66,numeric,66.0
11,numeric,11.0
50,numeric,50.0
77,numeric,77.0
-5,numeric,-5.0
70,numeric,70.0
95,numeric,95.0
214,numeric,214.0
42,numeric,42.0
-7,numeric,-7.0
68,numeric,68.0
42,numeric,42.0
56,numeric,56.0
53/100,numeric_fraction,53.0
91,numeric,91.0
227,numeric,227.0
-8,numeric,-8.0
43,numeric,43.0
238,numeric,238.0
177,numeric,177.0
48,numeric,48.0
90/100,numeric_fraction,90.0
HIGH,categorical_risk,
,missing,
97,numeric,97.0
42,numeric,42.0
128,numeric,128.0
96,numeric,96.0
29,numeric,29.0
44,numeric,44.0
65,numeric,65.0
60/100,numeric_fraction,60.0
13,numeric,13.0
13,numeric,13.0
91,numeric,91.0
22,numeric,22.0
97,numeric,97.0
,missing,
-9,numeric,-9.0
94/100,numeric_fraction,94.0
21,numeric,21.0
40,numeric,40.0
10,numeric,10.0
8,numeric,8.0
18,numeric,18.0
35,numeric,35.0
61,numeric,61.0
HIGH,categorical_risk,
9,numeric,9.0
74,numeric,74.0
88,numeric,88.0
75,numeric,75.0
25,numeric,25.0
125,numeric,125.0
,missing,
2,numeric,2.0
94,numeric,94.0
10,numeric,10.0
154,numeric,154.0
42,numeric,42.0
23,numeric,23.0
61,numeric,61.0
58,numeric,58.0
63,numeric,63.0
,missing,
4,numeric,4.0
77,numeric,77.0
45,numeric,45.0
40,numeric,40.0
82,numeric,82.0
96,numeric,96.0
67,numeric,67.0
38,numeric,38.0
32,numeric,32.0
81,numeric,81.0
51/100,numeric_fraction,51.0
9,numeric,9.0
55,numeric,55.0
,missing,
0,numeric,0.0
93/100,numeric_fraction,93.0
,missing,
44,numeric,44.0
69,numeric,69.0
65,numeric,65.0
98,numeric,98.0
31,numeric,31.0
6,numeric,6.0
Low,categorical_risk,
,missing,
,missing,
81,numeric,81.0
205,numeric,205.0
60,numeric,60.0
29,numeric,29.0
29,numeric,29.0
65,numeric,65.0
-1,numeric,-1.0
49/100,numeric_fraction,49.0
3/100,numeric_fraction,3.0
44,numeric,44.0
73,numeric,73.0
4,numeric,4.0
80,numeric,80.0
65,numeric,65.0
73,numeric,73.0
10,numeric,10.0
44,numeric,44.0
64,numeric,64.0
,missing,
84/100,numeric_fraction,84.0
58,numeric,58.0
94/100,numeric_fraction,94.0
-9,numeric,-9.0
65,numeric,65.0
High,categorical_risk,
3,numeric,3.0
16,numeric,16.0
33,numeric,33.0
High,categorical_risk,
Low,categorical_risk,
46,numeric,46.0
130,numeric,130.0
0,numeric,0.0
44,numeric,44.0
3,numeric,3.0
15,numeric,15.0
40,numeric,40.0
79,numeric,79.0
77,numeric,77.0
32,numeric,32.0
99,numeric,99.0
,missing,
141,numeric,141.0
32,numeric,32.0
26,numeric,26.0
-8,numeric,-8.0
69,numeric,69.0
-2,numeric,-2.0
-2,numeric,-2.0
132,numeric,132.0
37,numeric,37.0
,missing,
49,numeric,49.0
,missing,
98,numeric,98.0
78,numeric,78.0
57,numeric,57.0
2,numeric,2.0
66,numeric,66.0
221,numeric,221.0
77,numeric,77.0
16,numeric,16.0
Medium,categorical_risk,
57,numeric,57.0
81,numeric,81.0
,missing,
Low,categorical_risk,
75,numeric,75.0
18,numeric,18.0
13,numeric,13.0
216,numeric,216.0
65/100,numeric_fraction,65.0
6,numeric,6.0
32,numeric,32.0
86,numeric,86.0
137,numeric,137.0
25,numeric,25.0
24,numeric,24.0
98,numeric,98.0
