entity_id,entity_type,hypothesis,traceone_risk_score,confidence_score,supporting_signals,counter_evidence,limitations
EMP11292,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.6717,"Auth:4.22, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.6667"
EMP12155,USER,NO_ACTIONABLE_HYPOTHESIS,42.16,1.0,"Auth:8.43, Net:12.65, Ep:8.43, Ops:12.65",UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP10416,USER,NO_ACTIONABLE_HYPOTHESIS,1.41,0.775,"Auth:1.41, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP10929,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.8506,"Auth:4.22, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP12022,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,1.0,"Auth:0.0, Net:8.43, Ep:0.0, Ops:12.65",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP10170,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.8506,"Auth:12.65, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP11125,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.815,"Auth:0.0, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 0.875"
EMP10567,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.7778,"Auth:4.22, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.8571"
EMP11590,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.775,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP12673,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,1.0,"Auth:0.0, Net:0.0, Ep:16.86, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 1.0"
EMP10134,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.8506,"Auth:0.0, Net:0.0, Ep:4.22, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP11717,USER,NO_ACTIONABLE_HYPOTHESIS,7.59,0.7383,"Auth:7.59, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.8333"
EMP10642,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9333,"Auth:0.0, Net:8.43, Ep:0.0, Ops:12.65",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.8333"
EMP11689,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.765,"Auth:4.22, Net:4.22, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 0.75"
EMP12745,USER,NO_ACTIONABLE_HYPOTHESIS,30.91,0.9428,"Auth:16.86, Net:0.0, Ep:9.84, Ops:4.22",UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 14, TS Quality: 0.8571"
EMP10554,USER,NO_ACTIONABLE_HYPOTHESIS,13.17,0.7383,"Auth:13.17, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.8333"
EMP12174,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.9692,"Auth:0.0, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 13, TS Quality: 0.9231"
EMP11538,USER,NO_ACTIONABLE_HYPOTHESIS,20.23,0.92,"Auth:11.8, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.8"
EMP10999,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,1.0,"Auth:0.0, Net:0.0, Ep:0.0, Ops:12.65",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 1.0"
EMP10291,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9484,"Auth:37.5, Net:37.5, Ep:6.32, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 62, TS Quality: 0.871"
EMP11338,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.45,"Auth:0.0, Net:0.0, Ep:8.43, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 4, TS Quality: 0.75"
EMP12247,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,1.0,"Auth:0.0, Net:0.0, Ep:0.0, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 1.0"
EMP10781,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.96,"Auth:37.5, Net:37.5, Ep:6.32, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 60, TS Quality: 0.9"
EMP10443,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.865,"Auth:4.22, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP12601,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.9636,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 0.9091"
EMP12149,USER,NO_ACTIONABLE_HYPOTHESIS,16.86,0.9273,"Auth:8.43, Net:4.22, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 0.8182"
EMP10449,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.895,"Auth:0.0, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP11029,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.55,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 4, TS Quality: 1.0"
EMP11992,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,57.96,1.0,"Auth:21.08, Net:21.08, Ep:0.0, Ops:15.81",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP12403,USER,NO_ACTIONABLE_HYPOTHESIS,15.18,0.8506,"Auth:6.74, Net:0.0, Ep:4.22, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP12750,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.865,"Auth:4.22, Net:8.43, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP10000,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.895,"Auth:0.0, Net:0.0, Ep:4.22, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP11048,USER,NO_ACTIONABLE_HYPOTHESIS,16.86,1.0,"Auth:4.22, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP10270,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.8061,"Auth:0.0, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.7778"
EMP10736,USER,NO_ACTIONABLE_HYPOTHESIS,7.38,0.715,"Auth:3.16, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 0.625"
EMP10298,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9768,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 69, TS Quality: 0.942"
EMP10032,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.7207,"Auth:0.0, Net:4.22, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.7143"
EMP12498,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.8506,"Auth:0.0, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP10014,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.94,"Auth:37.5, Net:37.5, Ep:12.65, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 80, TS Quality: 0.85"
EMP10093,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.865,"Auth:8.43, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP10411,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.8061,"Auth:0.0, Net:8.43, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.7778"
EMP11159,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,75.88,0.8327,"Auth:25.29, Net:25.29, Ep:0.0, Ops:25.29",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 13, TS Quality: 0.7692"
EMP12362,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.3867,"Auth:8.43, Net:0.0, Ep:0.0, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 3, TS Quality: 0.6667"
EMP12819,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9333,"Auth:4.22, Net:4.22, Ep:8.43, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.8333"
EMP10149,USER,NO_ACTIONABLE_HYPOTHESIS,9.99,0.3867,"Auth:9.99, Net:0.0, Ep:0.0, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 3, TS Quality: 0.6667"
EMP11600,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9657,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 70, TS Quality: 0.9143"
EMP11044,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9667,"Auth:0.0, Net:16.86, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.9167"
EMP12153,USER,NO_ACTIONABLE_HYPOTHESIS,23.93,0.895,"Auth:11.29, Net:8.43, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP10495,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.865,"Auth:0.0, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP10332,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.6717,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.6667"
EMP12788,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.9333,"Auth:4.22, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.8333"
EMP12066,USER,NO_ACTIONABLE_HYPOTHESIS,16.86,1.0,"Auth:0.0, Net:4.22, Ep:4.22, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP11874,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.8061,"Auth:0.0, Net:0.0, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.7778"
EMP10756,USER,NO_ACTIONABLE_HYPOTHESIS,25.29,0.7778,"Auth:16.86, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.8571"
EMP10798,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.835,"Auth:8.43, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 1.0"
EMP12274,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.775,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP10203,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9625,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 64, TS Quality: 0.9062"
EMP10463,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.92,"Auth:0.0, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.8"
EMP12851,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9729,"Auth:43.75, Net:43.75, Ep:43.75, Ops:43.75",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 59, TS Quality: 0.9322"
EMP12749,USER,NO_ACTIONABLE_HYPOTHESIS,25.29,0.9636,"Auth:0.0, Net:4.22, Ep:4.22, Ops:16.86",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 0.9091"
EMP11583,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9478,"Auth:37.5, Net:37.5, Ep:6.32, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 69, TS Quality: 0.8696"
EMP10555,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.805,"Auth:0.0, Net:8.43, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.7"
EMP10174,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.895,"Auth:0.0, Net:4.22, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP10289,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.95,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 64, TS Quality: 0.875"
EMP10120,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9333,"Auth:0.0, Net:8.43, Ep:0.0, Ops:12.65",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.8333"
EMP12839,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.805,"Auth:0.0, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 1.0"
EMP10847,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9667,"Auth:0.0, Net:12.65, Ep:4.22, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.9167"
EMP12699,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.8159,"Auth:0.0, Net:8.43, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 0.7273"
EMP10432,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.865,"Auth:8.43, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP12969,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.835,"Auth:4.22, Net:0.0, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 1.0"
EMP11317,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.815,"Auth:8.43, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 0.875"
EMP11200,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.96,"Auth:0.0, Net:4.22, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.9"
EMP10393,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9412,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 68, TS Quality: 0.8529"
EMP12031,USER,NO_ACTIONABLE_HYPOTHESIS,14.75,0.865,"Auth:10.54, Net:0.0, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP11800,USER,NO_ACTIONABLE_HYPOTHESIS,7.38,0.615,"Auth:3.16, Net:4.22, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 0.6"
EMP11721,USER,NO_ACTIONABLE_HYPOTHESIS,10.12,0.7207,"Auth:1.69, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.7143"
EMP10192,USER,NO_ACTIONABLE_HYPOTHESIS,25.29,0.92,"Auth:8.43, Net:16.86, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.8"
EMP10266,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.775,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP12692,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.96,"Auth:4.22, Net:4.22, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.9"
EMP10805,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.775,"Auth:0.0, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP10331,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.835,"Auth:0.0, Net:4.22, Ep:0.0, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 1.0"
EMP10528,USER,NO_ACTIONABLE_HYPOTHESIS,15.67,0.765,"Auth:3.02, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 10, TS Quality: 0.6"
EMP11225,USER,NO_ACTIONABLE_HYPOTHESIS,6.32,0.8506,"Auth:2.11, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP10801,USER,NO_ACTIONABLE_HYPOTHESIS,1.41,0.7778,"Auth:0.0, Net:0.0, Ep:1.41, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.8571"
EMP11089,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.49,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 2, TS Quality: 1.0"
EMP10764,USER,NO_ACTIONABLE_HYPOTHESIS,16.86,1.0,"Auth:8.43, Net:0.0, Ep:8.43, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 1.0"
EMP10218,USER,NO_ACTIONABLE_HYPOTHESIS,25.29,0.895,"Auth:16.86, Net:0.0, Ep:0.0, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP10479,USER,NO_ACTIONABLE_HYPOTHESIS,16.86,0.615,"Auth:16.86, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 0.6"
EMP10790,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.695,"Auth:0.0, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 0.8"
EMP10478,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.8061,"Auth:0.0, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.7778"
EMP12645,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.805,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 1.0"
EMP10727,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9556,"Auth:37.5, Net:37.5, Ep:0.0, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 63, TS Quality: 0.8889"
EMP10581,USER,NO_ACTIONABLE_HYPOTHESIS,37.94,0.9667,"Auth:8.43, Net:16.86, Ep:0.0, Ops:12.65",UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 12, TS Quality: 0.9167"
EMP11157,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.775,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
EMP12547,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.7207,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.7143"
EMP11688,USER,NO_ACTIONABLE_HYPOTHESIS,6.32,0.605,"Auth:6.32, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.5"
EMP12633,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.6717,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.6667"
EMP10045,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.865,"Auth:0.0, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 1.0"
EMP12849,USER,NO_ACTIONABLE_HYPOTHESIS,29.51,1.0,"Auth:21.08, Net:0.0, Ep:4.22, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 11, TS Quality: 1.0"
EMP10240,USER,NO_ACTIONABLE_HYPOTHESIS,12.65,0.815,"Auth:4.22, Net:0.0, Ep:0.0, Ops:8.43",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 8, TS Quality: 0.875"
EMP10251,USER,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION,100.0,0.9588,"Auth:37.5, Net:37.5, Ep:12.65, Ops:37.5",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 68, TS Quality: 0.8971"
EMP10990,USER,NO_ACTIONABLE_HYPOTHESIS,20.23,0.805,"Auth:11.8, Net:8.43, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 1.0"
EMP10457,USER,NO_ACTIONABLE_HYPOTHESIS,8.43,0.8506,"Auth:0.0, Net:8.43, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 0.8889"
EMP11272,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.895,"Auth:0.0, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 9, TS Quality: 1.0"
EMP10676,USER,NO_ACTIONABLE_HYPOTHESIS,15.81,0.7383,"Auth:11.59, Net:0.0, Ep:4.22, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.8333"
EMP11814,USER,NO_ACTIONABLE_HYPOTHESIS,10.54,0.7383,"Auth:10.54, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 0.8333"
EMP11533,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.805,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 6, TS Quality: 1.0"
EMP12356,USER,NO_ACTIONABLE_HYPOTHESIS,18.97,0.7778,"Auth:6.32, Net:0.0, Ep:12.65, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 7, TS Quality: 0.8571"
EMP11084,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.695,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 0.8"
EMP11511,USER,NO_ACTIONABLE_HYPOTHESIS,21.08,0.9428,"Auth:4.22, Net:4.22, Ep:8.43, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 14, TS Quality: 0.8571"
EMP12404,USER,NO_ACTIONABLE_HYPOTHESIS,0.0,0.52,"Auth:0.0, Net:0.0, Ep:0.0, Ops:0.0",INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,"Observed events: 3, TS Quality: 1.0"
EMP10257,USER,NO_ACTIONABLE_HYPOTHESIS,4.22,0.775,"Auth:0.0, Net:0.0, Ep:0.0, Ops:4.22",ZERO_MFA_FAILURES_OBSERVED,"Observed events: 5, TS Quality: 1.0"
