hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad,firewall_deny_abs_dev,firewall_deny_rel_dev,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore,unique_source_ip_zscore,unique_destination_ip_zscore,endpoint_alert_zscore,network_deviation,endpoint_deviation,volume_deviation,behavior_deviation_score,network_deviation_status,endpoint_deviation_status,volume_deviation_status,overall_deviation_status,multi_signal_deviation_count
LPT_10905,1.0,0.0,0.0,0.0,0.0,24819643.22,31720533.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.3823,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10168,7.0,1.0,1.0,3.0,2.0,205550122.82,161786512.92000002,5.0,3.0,0.0,True,0.1428571428571428,10.0,EXACT,14,7,5,4,2026-08-06 07:47:06,2026-09-07 12:31:32,7,32.2,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,3.4126,2.4864,1.349,0.6745,3.0,1.0,3.0,3.4126,2.4709,NORMAL,ELEVATED,ELEVATED,UNUSUAL,2
WS-10874,5.0,1.0,1.0,4.0,1.0,103703015.22,130391837.12,3.0,3.0,0.0,True,0.2,8.0,EXACT,12,7,7,6,2026-06-09 09:34:00,2026-08-27 13:00:00,5,79.14,0.5833,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.1834,1.7939,2.0235,0.0,3.0,1.0,3.0,1.7939,1.9313,NORMAL,ELEVATED,UNUSUAL,UNUSUAL,1
VDR-10621,6.0,2.0,0.0,4.0,2.0,169867620.44,145576470.64,6.0,1.0,0.0,True,0.3333333333333333,7.0,EXACT,11,4,4,3,2026-08-09 13:22:46,2026-09-04 13:22:33,7,26.0,0.3636,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,2.6316,2.1288,2.0235,0.6745,1.0,2.0,1.0,2.6316,1.8772,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
WS-11953,9.0,1.0,1.0,3.0,7.0,204852102.32,262538297.68,8.0,3.0,0.0,True,0.1111111111111111,12.0,EXACT,16,6,6,4,2026-08-06 21:41:22,2026-09-08 19:20:35,10,32.9,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111,3.3974,4.7084,1.349,4.0469,3.0,4.0469,3.0,4.7084,3.9184,OUTLIER,ELEVATED,OUTLIER,ELEVATED,3
LPT-12475.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_12663,2.0,1.0,0.0,1.0,0.0,44952363.86,32626126.0,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.1026,-0.3623,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-11952,1.0,0.0,0.0,0.0,1.0,37145389.0,49907947.52,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2735,0.0189,-0.6745,0.0,0.0,0.0,0.0,0.0189,0.0063,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11365,6.0,3.0,0.0,5.0,2.0,148289077.66,192059507.4,5.0,3.0,0.0,True,0.5,9.0,EXACT,13,6,4,4,2026-08-20 22:32:58,2026-09-06 00:00:00,7,16.06,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.5,2.1593,3.154,2.698,0.6745,3.0,3.0,3.0,3.154,3.0513,ELEVATED,ELEVATED,ELEVATED,ELEVATED,3
WS-12549,12.0,4.0,0.0,5.0,7.0,288350363.96,258756380.44,9.0,1.0,0.0,False,0.3333333333333333,13.0,PROBABLE,18,6,6,4,2026-08-02 08:00:10,2026-09-07 00:00:00,12,35.67,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.3333,5.225,4.625,2.698,4.0469,1.0,4.0469,1.0,5.225,3.424,OUTLIER,NORMAL,OUTLIER,ELEVATED,2
WS-12910.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,5313436.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.9647,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-10969,2.0,0.0,0.0,1.0,1.0,42171878.22,68539050.64,2.0,2.0,0.0,False,0.0,4.0,PROBABLE,10,7,7,6,2026-08-03 08:59:57,2026-09-09 19:00:08,3,37.42,0.7,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1634,0.4298,0.0,0.0,2.0,0.0,2.0,0.4298,0.8099,NORMAL,UNUSUAL,NORMAL,NORMAL,0
VDR-12554.corp.local,1.0,1.0,0.0,1.0,0.0,34375012.0,13063328.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.3341,-0.7937,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11887.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12409.corp.local,1.0,0.0,0.0,0.0,0.0,39932846.0,36579518.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2125,-0.2751,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_10667,2.0,1.0,1.0,2.0,1.0,37132771.96,36236437.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.2737,-0.2827,0.6745,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11575,1.0,1.0,0.0,0.0,0.0,24819643.22,24814478.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.5346,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10279.corp.local,4.0,3.0,0.0,2.0,2.0,88590658.25999999,85482445.64,4.0,0.0,0.0,False,0.75,4.0,PROBABLE,4,0,0,0,,,4,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.75,0.8526,0.8035,0.6745,0.6745,0.0,3.0,0.0,0.8526,1.2842,ELEVATED,NORMAL,NORMAL,NORMAL,1
LPT-10931,8.0,1.0,1.0,1.0,3.0,194634007.04,207781488.92,8.0,0.0,0.0,True,0.125,8.0,EXACT,13,5,5,4,2026-01-09 00:00:00,2026-08-25 01:15:48,8,228.05,0.3846,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,3.1737,3.5008,0.0,1.349,0.0,1.349,0.0,3.5008,1.6166,NORMAL,NORMAL,ELEVATED,UNUSUAL,1
VDR-11166.corp.local,1.0,0.0,0.0,1.0,1.0,23926723.0,38802390.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5628,-0.2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10793,6.0,2.0,1.0,3.0,4.0,83668026.24,137481425.92000002,6.0,2.0,0.0,True,0.3333333333333333,8.0,EXACT,13,7,7,6,2026-08-15 10:22:12,2026-09-02 01:13:54,6,17.62,0.5385,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,0.7448,1.9503,1.349,2.0235,2.0,2.0235,2.0,1.9503,1.9913,UNUSUAL,UNUSUAL,UNUSUAL,UNUSUAL,0
vdr-12308,3.0,1.0,1.0,2.0,1.0,68144112.8,79280893.0,3.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333,0.405,0.6667,0.6745,0.0,0.0,1.0,0.0,0.6667,0.5556,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10396,8.0,3.0,0.0,3.0,5.0,250119414.04,225046800.28,8.0,1.0,0.0,True,0.375,9.0,EXACT,14,6,6,4,2026-08-08 00:00:00,2026-09-09 00:00:00,8,32.0,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.375,4.3882,3.8816,1.349,2.698,1.0,3.0,1.0,4.3882,2.7961,ELEVATED,NORMAL,OUTLIER,ELEVATED,2
VDR_12618,1.0,0.0,0.0,1.0,1.0,24819643.22,32645026.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12978,6.0,2.0,1.0,3.0,5.0,116348605.12,119010920.56,4.0,1.0,0.0,True,0.3333333333333333,7.0,EXACT,13,7,6,7,2026-08-07 13:23:28,2026-09-07 11:24:48,6,30.92,0.5385,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.3333,1.4602,1.5429,1.349,2.698,1.0,2.698,1.0,1.5429,1.747,ELEVATED,NORMAL,UNUSUAL,UNUSUAL,1
LPT_12852,1.0,0.0,0.0,1.0,0.0,21109197.0,1356839.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6245,-1.0519,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT_11577,1.0,0.0,0.0,1.0,1.0,8493827.0,3583014.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9006,-1.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10129.corp.local,1.0,0.0,0.0,1.0,1.0,33564917.76,49986383.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3518,0.0206,0.0,0.0,0.0,0.0,0.0,0.0206,0.0069,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11062,11.0,3.0,2.0,5.0,8.0,261372266.56,244784019.04,10.0,4.0,1.0,True,0.2727272727272727,15.0,EXACT,19,8,7,8,2026-03-09 23:00:00,2026-09-05 12:03:00,11,179.54,0.4211,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.2727,4.6345,4.3169,2.698,4.7214,4.0,4.7214,4.0,4.6345,4.452,OUTLIER,OUTLIER,OUTLIER,OUTLIER,3
LPT-11705.corp.local,3.0,2.0,0.0,2.0,3.0,76855076.52,8451596.120000001,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,0.5957,-0.8955,0.6745,1.349,0.0,2.0,0.0,0.5957,0.8652,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-12337.corp.local,2.0,0.0,0.0,1.0,1.0,55220595.54,25406651.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222,-0.5215,0.0,0.0,0.0,0.0,0.0,0.1222,0.0407,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12657,4.0,1.0,0.0,3.0,1.0,92501511.44,119301225.64,4.0,1.0,0.0,True,0.25,5.0,EXACT,13,8,6,6,2026-08-16 15:44:00,2026-09-08 08:22:16,5,22.69,0.6154,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.9382,1.5493,1.349,0.0,1.0,1.0,1.0,1.5493,1.1831,NORMAL,NORMAL,UNUSUAL,NORMAL,0
WS-12337,10.0,2.0,2.0,5.0,6.0,348168162.22,298525592.48,7.0,4.0,0.0,True,0.2,14.0,EXACT,22,10,8,9,2026-02-09 00:00:00,2026-09-03 08:33:18,12,206.36,0.4545,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2,6.5343,5.5021,2.698,3.3725,4.0,3.3725,4.0,6.5343,4.6356,ELEVATED,OUTLIER,OUTLIER,OUTLIER,3
VDR_12367,2.0,0.0,0.0,1.0,2.0,29412286.22,71391643.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4427,0.4927,0.0,0.6745,0.0,0.6745,0.0,0.4927,0.3891,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12283,8.0,4.0,0.0,3.0,2.0,187057587.64,134387606.68,6.0,3.0,1.0,True,0.5,11.0,EXACT,14,4,4,4,2026-02-08 20:01:00,2026-08-26 11:22:43,10,198.64,0.2857,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.5,3.0079,1.8821,1.349,0.6745,3.0,4.0,3.0,3.0079,3.336,OUTLIER,ELEVATED,ELEVATED,ELEVATED,3
LPT-11274,8.0,3.0,1.0,4.0,4.0,197490848.86,204133060.4,6.0,1.0,0.0,True,0.375,9.0,EXACT,10,2,2,2,2026-08-14 11:47:11,2026-08-27 06:10:00,8,12.77,0.2,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.375,3.2362,3.4203,2.0235,2.0235,1.0,3.0,1.0,3.4203,2.4734,ELEVATED,NORMAL,ELEVATED,UNUSUAL,2
LPT-12253.corp.local,2.0,0.0,0.0,2.0,0.0,61643606.0,35893227.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628,-0.2902,0.6745,-0.6745,0.0,0.0,0.0,0.2628,0.0876,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12367,9.0,0.0,1.0,6.0,5.0,245326590.24,191556163.64,8.0,3.0,1.0,True,0.0,12.0,EXACT,14,4,4,4,2026-08-16 00:00:00,2026-08-29 08:54:00,10,13.37,0.2857,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2833,3.1429,3.3725,2.698,3.0,2.698,3.0,4.2833,3.3271,ELEVATED,ELEVATED,OUTLIER,ELEVATED,3
ws-12559,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12763,11.0,0.0,0.0,4.0,3.0,242323248.1,298685554.0,10.0,2.0,0.0,True,0.0,13.0,EXACT,17,4,4,3,2026-08-24 03:11:56,2026-09-09 16:36:10,13,16.56,0.2353,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2176,5.5057,2.0235,1.349,2.0,1.349,2.0,5.5057,2.9516,NORMAL,UNUSUAL,OUTLIER,ELEVATED,1
lpt-11597,1.0,0.0,0.0,0.0,0.0,19727155.0,10025553.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6547,-0.8607,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT_11887,1.0,0.0,0.0,0.0,0.0,36011811.0,37283710.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2983,-0.2596,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10264,1.0,0.0,0.0,1.0,1.0,26090432.0,35129556.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5154,-0.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11091.corp.local,1.0,0.0,0.0,0.0,1.0,21573283.84,30097844.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6143,-0.418,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-11873,1.0,1.0,0.0,1.0,1.0,24819643.22,39877284.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5433,-0.2024,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10970,1.0,0.0,1.0,0.0,1.0,10454531.0,10379707.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8577,-0.8529,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11590,6.0,1.0,0.0,3.0,4.0,186077267.64,198824182.92,4.0,1.0,0.0,True,0.1666666666666666,7.0,EXACT,10,4,4,2,2026-01-08 00:00:00,2026-08-20 20:02:00,6,224.83,0.4,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,2.9864,3.3032,1.349,2.0235,1.0,2.0235,1.0,3.3032,2.1089,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
LPT-10378,5.0,1.0,0.0,3.0,2.0,114880335.88,108186032.64,5.0,6.0,0.0,True,0.2,11.0,EXACT,18,13,13,11,2026-08-01 14:46:34,2026-09-08 18:20:42,5,38.15,0.7222,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.428,1.3042,1.349,0.6745,6.0,1.0,6.0,1.428,2.8093,NORMAL,OUTLIER,NORMAL,ELEVATED,1
WS_11260,1.0,0.0,0.0,1.0,1.0,14653509.0,33524775.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7658,-0.3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-11068,1.0,0.0,0.0,1.0,0.0,21679303.0,20316922.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.612,-0.6338,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_12874,1.0,0.0,0.0,0.0,0.0,22523412.48,30862182.4,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5935,-0.4012,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-12292,2.0,0.0,0.0,1.0,0.0,28724970.0,43734539.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4578,-0.1173,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12204,7.0,2.0,1.0,2.0,3.0,205286601.32,178786527.32,6.0,1.0,0.0,True,0.2857142857142857,8.0,EXACT,12,5,5,5,2026-08-05 11:15:46,2026-08-31 18:13:30,7,26.29,0.4167,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,3.4069,2.8613,0.6745,1.349,1.0,2.0,1.0,3.4069,2.1356,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
LPT-12285,8.0,3.0,1.0,2.0,2.0,189478631.02,215797886.36,6.0,2.0,0.0,True,0.375,10.0,EXACT,18,8,8,6,2026-05-09 00:00:00,2026-11-08 06:37:00,10,183.28,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.375,3.0609,3.6776,0.6745,0.6745,2.0,3.0,2.0,3.6776,2.8925,ELEVATED,UNUSUAL,ELEVATED,ELEVATED,2
lpt-12378,2.0,1.0,0.0,2.0,0.0,51373473.22,36931973.120000005,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.038,-0.2673,0.6745,-0.6745,0.0,1.0,0.0,0.038,0.346,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12137.corp.local,1.0,1.0,0.0,0.0,1.0,5829141.0,25388045.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9589,-0.5219,-0.6745,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
